tcid,id,family_id,family,superfamily,description
8.A.111.1,908,8.A.111,SARAF,,The Store-operated Ca2+ Entry-associated Regulatory Factor (SARAF) Family
8.A.112.1,909,8.A.112,Rcf,Ubiquitin Ligase (UL) Superfamily ,The Respiratory Supercomplex Factor (Rcf) Family
8.A.113.1,910,8.A.113,TMEM150,,The Tentonin or TMEM150 (TMEM150) Family
8.A.114.1,911,8.A.114,HIP14,,The Huntington-interacting Protein 14 (HIP14) Family
8.A.115.1,912,8.A.115,TMEM223,,The Transmembrane Protein 223 (TMEM223) Family
8.A.116.1,913,8.A.116,TMIE,,The Transmembrane Inner Ear (TMIE) Family 
8.A.117.1,914,8.A.117,Nlg,,The Neuroligin (Nlg) Family
8.A.118.1,915,8.A.118,NKAIN,,The Na+K+-ATPase Beta-Subunit Interacting NKAIN (NKAIN) Family
8.A.120.1,916,8.A.120,StAR,,The Mitochondrial StAR-related Lipid Transfer Protein (StAR) Family
8.A.120.2,917,8.A.120,StAR,,The Mitochondrial StAR-related Lipid Transfer Protein (StAR) Family
8.A.120.3,918,8.A.120,StAR,,The Mitochondrial StAR-related Lipid Transfer Protein (StAR) Family
8.A.122.1,919,8.A.122,Neurensin/TMEM74,,The Vesicular Membrane Neurensin/TMEM74 (Neurensin/TMEM74) Family
8.A.123.1,920,8.A.123,TMEM9,,"The Cytokine Expression and Secretion Mediator and V-type ATPase regulator, TMEM9 (TMEM9) Family"
8.A.124.1,921,8.A.124,Tts1,,The Tetra Spanning Protein 1 (Tts1) Family 
8.A.125.1,922,8.A.125,Clptm1,,The Cleft Lip and Palate Transmembrane Protein 1 (Clptm1) Family
8.A.126.1,923,8.A.126,NCOA7,,The Nuclear Receptor Coactivator 7 (NCOA7) Family
8.A.128.1,924,8.A.128,SAP,,The Signaling Adaptor Protein KARAP/DAP12/TYROBP (SAP) Family
8.A.128.3,925,8.A.128,SAP,,The Signaling Adaptor Protein KARAP/DAP12/TYROBP (SAP) Family
8.A.128.7,926,8.A.128,SAP,,The Signaling Adaptor Protein KARAP/DAP12/TYROBP (SAP) Family
8.A.129.1,927,8.A.129,BVES,,The Blood Vessel Epicardial Substance (BVES) Family
8.A.131.1,928,8.A.131,TMPRSS3,MACPF/TMPRSS/SelP-R Superfamily,The Transmembrane Protease Serine 3 (TMPRSS3) Family
8.A.132.1,929,8.A.132,IIR,,The Interferon/Interleukin Receptor (IIR) Family
8.A.133.1,930,8.A.133,SIAH1,,The SIAH1 E3 ubiquitin-protein ligase (SIAH1) Family
8.A.134.1,931,8.A.134,Vezatin,,The Vezatin (Vezatin) Family
8.A.135.2,932,8.A.135,InaF,,"The Trp Cation Channel Auxiliary Subunit, InaF (InaF) Family"
8.A.136.1,933,8.A.136,ARRB,,The Alpha/Beta-Arrestin (ARRB) Family
8.A.137.1,934,8.A.137,Clathrin,,The Clathrin (Clathrin) Family
8.A.14.1,935,8.A.14,Sloβ,,The Ca2+-activated K+ Channel Auxiliary Subunit Slowpoke-β (Sloβ) Family
8.A.141.1,936,8.A.141,Eros,,The Eros Chaperone Protein (Eros) Family
8.A.142.1,937,8.A.142,PAT,,The PAT Intramembrane Chaperone Complex (PAT) Family
8.A.144.1,938,8.A.144,Nicalin,,The Nicalin (Nicalin) Family
8.A.145.1,939,8.A.145,TMEM147,,The TMEM147 (TMEM147) Family
8.A.147.1,940,8.A.147,Tpx1,,"The Peroxiredoxin Heme-binding Protein, Tpx1 (Tpx1) Family"
8.A.15.1,941,8.A.15,KChAP,,The K+ Channel Accessory Protein (KChAP) Family
8.A.151.1,942,8.A.151,IRBIT,,"The IP₃R binding protein released with inositol 1,4,5-trisphosphate (IRBIT) Family"
8.A.152.1,943,8.A.152,ILR,,The Interleukin Receptor (ILR) Family
8.A.152.2,944,8.A.152,ILR,,The Interleukin Receptor (ILR) Family
8.A.154.1,945,8.A.154,RS1,,The Retinoschisin (RS1) Family
8.A.156.1,946,8.A.156,MICOS-C,,The MICOS Complex (MICOS-C) Family 
8.A.156.3,947,8.A.156,MICOS-C,,The MICOS Complex (MICOS-C) Family 
8.A.157.1,948,8.A.157,OPTN,,The Optineurin (OPTN) Family
8.A.159.1,949,8.A.159,MARCH,,The MARCH Ubiquitin Ligase (MARCH) Family
8.A.16.2,950,8.A.16,CCAγ,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Ca+ Channel Auxiliary Subunit γ1-γ8 (CCAγ) Family
8.A.16.3,951,8.A.16,CCAγ,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Ca+ Channel Auxiliary Subunit γ1-γ8 (CCAγ) Family
8.A.16.4,952,8.A.16,CCAγ,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Ca+ Channel Auxiliary Subunit γ1-γ8 (CCAγ) Family
8.A.16.5,953,8.A.16,CCAγ,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Ca+ Channel Auxiliary Subunit γ1-γ8 (CCAγ) Family
8.A.160.1,954,8.A.160,Catenin,,The Catenin (Catenin) Family
8.A.160.2,955,8.A.160,Catenin,,The Catenin (Catenin) Family
8.A.161.1,956,8.A.161,APTE,,The Acyl Protein Thioesterase (APTE) Family
8.A.162.1,957,8.A.162,CRBN,,The Cereblon (CRBN) Family
8.A.163.1,958,8.A.163,HSP90/CDC37,,The HSP90/CDC37 (HSP90/CDC37) Family
8.A.165.1,959,8.A.165,Calnexin,,The Calnexin (Calnexin) Family
8.A.166.1,960,8.A.166,MFF,,The Mitochondrial Fission Factor (MFF) Family
8.A.167.1,961,8.A.167,MIGA,,The Mitoguardin (MIGA) Family
8.A.169.1,962,8.A.169,ICE2,,The Fungal Inheritance of Cortical ER protein 2 (ICE2) Family
8.A.17.1,963,8.A.17,SCA-β,Basigin-Tapasin-TREM2/PIGR Superfamily,The Na+ Channel Auxiliary Subunit β1-β4 (SCA-β) Family
8.A.17.2,964,8.A.17,SCA-β,Basigin-Tapasin-TREM2/PIGR Superfamily,The Na+ Channel Auxiliary Subunit β1-β4 (SCA-β) Family
8.A.170.1,965,8.A.170,CB9DB,,The B9-Domain Protein Complex Diffusion Barrier for Ciliary Membrane Proteins (CB9DB) Family
8.A.172.1,966,8.A.172,CryA,,The α-Crystallin Chaperone (CryA) Family
8.A.173.1,967,8.A.173,Tubulin,,The Tubulin (Tubulin) Family
8.A.174.1,968,8.A.174,COX15,,The Cytochrome c Oxidase COX15 Assembly Protein (COX15) Family
8.A.175.2,969,8.A.175,VCC,,The Vasculature Complexity and Connectivity (VCC) Family
8.A.176.1,970,8.A.176,GPHN,,The Gephyrin (GPHN) Family
8.A.177.1,971,8.A.177,TNFL6,,The Tumor Necrosis Factor Ligand Member 6 (TNFL6) Family
8.A.179.1,972,8.A.179,NACHO,,The Novel Acetylcholine Receptor Chaperone (NACHO) Family
8.A.180.1,973,8.A.180,RBP,Protease Inhibitor-like (PI-l) Superfamily,The Retinol-binding protein (RBP) Family
8.A.181.1,974,8.A.181,TMEM242,,The TMEM242 Protein Complex Assembly Factor (TMEM242) Family
8.A.183.1,975,8.A.183,RAI,Ubiquitin Ligase (UL) Superfamily ,The RelA-associated Inhibitor (RAI) Family 
8.A.183.2,976,8.A.183,RAI,Ubiquitin Ligase (UL) Superfamily ,The RelA-associated Inhibitor (RAI) Family 
8.A.184.1,977,8.A.184,Tmem160,,The TransMembrane Protein Tmem160 (Tmem160) Family
8.A.185.1,978,8.A.185,Mtlbn,,The Mitolamban (Mtlbn) Family
8.A.191.1,979,8.A.191,TPS-Beta,,The Translocon-associated Protein Subunit beta (TPS-Beta) Family
8.A.192.1,980,8.A.192,DnaJ,,The DnaJ Homolog (DnaJ) Family
8.A.194.1,981,8.A.194,SNX,Retromer Superfamily,The Sorting Nexin (SNX) Family
8.A.195.1,982,8.A.195,Erlin,Stomatin/Erlin/Podicin Superfamily,The Erlin1/2 Complex (Erlin) Family
8.A.196.1,983,8.A.196,Tapasin,Basigin-Tapasin-TREM2/PIGR Superfamily,The Tapasin (Tapasin) Family
8.A.2.1,984,8.A.2,SAL,,The Secretin Auxiliary Lipoprotein (SAL) Family
8.A.202.1,985,8.A.202,PrR,,The Proline-rich Receptor (PrR) Family
8.A.203.1,986,8.A.203,AAGAB,,The Adaptor Protein 4 Chaparone (AAGAB) Family
8.A.204.1,987,8.A.204,CDH,,The Cadhesin (CDH) Family
8.A.205.1,988,8.A.205,Tmem65,,The Tmem65 (Tmem65) Family
8.A.208.1,989,8.A.208,LYSET,,The Lysosomal Enzyme Trafficking Factor (LYSET) Family
8.A.21.1,990,8.A.21,Stomatin,Stomatin/Erlin/Podicin Superfamily,The Stomatin/Podocin/Band 7/Nephrosis.2/SPFH (Stomatin) Family
8.A.21.2,991,8.A.21,Stomatin,Stomatin/Erlin/Podicin Superfamily,The Stomatin/Podocin/Band 7/Nephrosis.2/SPFH (Stomatin) Family
8.A.21.3,992,8.A.21,Stomatin,Stomatin/Erlin/Podicin Superfamily,The Stomatin/Podocin/Band 7/Nephrosis.2/SPFH (Stomatin) Family
8.A.210.1,993,8.A.210,PMR,,The Plasma Membrane Repair (PMR) Family
8.A.211.1,994,8.A.211,SAL1,,The PP2C.D Phosphatase SAL1 (SAL1) Family
8.A.213.1,995,8.A.213,Bon DP,,The Bon Domain-containing Protein (Bon DP) Family
8.A.216.1,996,8.A.216,GOSR1,,"The Golgi SNAP Receptor Complex, Member 1 (GOSR1) Family"
8.A.217.1,997,8.A.217,ACDR,,The Apoptosis Cell Death Regulator (ACDR) Family
8.A.218.1,998,8.A.218,TREM2,Basigin-Tapasin-TREM2/PIGR Superfamily,The Triggering Receptor Expressed on Myeloid Cells 2 (TREM2) Family 
8.A.22.1,999,8.A.22,CCA-β,,The Ca2+ Channel Auxiliary Subunit β Types 1-4 (CCA-β) Family
8.A.221.1,1000,8.A.221,VLCFA-E,,The Very Long Chain Fatty Acid Elongase (VLCFA-E) Family
8.A.223.1,1001,8.A.223,TIR,,The Translocated Intimin Receptor (TIR) Family
8.A.226.1,1002,8.A.226,Dyl,,The Dusky-like (Dyl) Family
8.A.227.1,1003,8.A.227,TMEM79,,The Transmembrane Protein 79 (TMEM79) Family
8.A.228.1,1004,8.A.228,CRMP2,,The Collapsin Response Mediator Protein 2 (CRMP2) Family 
8.A.23.1,1005,8.A.23,Basigin,Basigin-Tapasin-TREM2/PIGR Superfamily,The Basigin (Basigin) Family
8.A.23.2,1006,8.A.23,Basigin,Basigin-Tapasin-TREM2/PIGR Superfamily,The Basigin (Basigin) Family
8.A.23.3,1007,8.A.23,Basigin,Basigin-Tapasin-TREM2/PIGR Superfamily,The Basigin (Basigin) Family
8.A.238.1,1008,8.A.238,CPP,,The Cell Permeabiity Peptide (CPP) Family
8.A.24.1,1009,8.A.24,EBP50,,The Ezrin/Radixin/Moesin-binding Phosphoprotein 50 (EBP50) Family
8.A.24.2,1010,8.A.24,EBP50,,The Ezrin/Radixin/Moesin-binding Phosphoprotein 50 (EBP50) Family
8.A.24.3,1011,8.A.24,EBP50,,The Ezrin/Radixin/Moesin-binding Phosphoprotein 50 (EBP50) Family
8.A.241.1,1012,8.A.241,HIF,,The Hypoxia-Inducible Factor-1α  (HIF) Family 
8.A.242.1,1013,8.A.242,JPT2,,The NAADP-binding Protein (JPT2) Family
8.A.243.1,1014,8.A.243,LSM12,,"The NPPDP-binding Protein, LSM12 (LSM12) Family"
8.A.245.1,1015,8.A.245,VEGF,,The Vascular Endothelial Growth Factor (VEGF) Family
8.A.25.1,1016,8.A.25,Ezrin,,The Ezrin/Radixin/Moesin (Ezrin) Family
8.A.26.1,1017,8.A.26,Caveolin,,The Caveolin (Caveolin) Family
8.A.27.1,1018,8.A.27,CDC50,,The CDC50 P-type ATPase Lipid Flippase Subunit (CDC50) Family 
8.A.28.1,1019,8.A.28,Ankyrin,Ankyrin Repeat Domain-containing (Ank) Superfamily,The Ankyrin (Ankyrin) Family
8.A.29.1,1020,8.A.29,Homer1,,The Homer1 (Homer1) Family of Excitation-Contraction Coupling Proteins 
8.A.3.2,1021,8.A.3,MPA1-C or MPA1+C,,The Cytoplasmic Membrane-Periplasmic Auxiliary-1 (MPA1) Protein with Cytoplasmic (C) Domain (MPA1-C or MPA1+C) Family
8.A.31.1,1022,8.A.31,Lynx1,Aerolysin Superfamily,The Ly-6 Neurotoxin-like Protein1 Precursor (Lynx1) Family 
8.A.32.1,1023,8.A.32,BACE1,,The β-Amyloid Cleaving Enzyme (BACE1) Family
8.A.33.1,1024,8.A.33,FABP,,The Fatty Acid Binding Protein (FABP) Family
8.A.34.1,1025,8.A.34,Endophilin,,The Endophilin (Endophilin) Family
8.A.37.1,1026,8.A.37,Hepcidin,,The Hepcidin (Hepcidin) Family
8.A.38.1,1027,8.A.38,Macoilin,,The Animal Macoilin Regulator of Ion Channels (Macoilin) Family
8.A.39.1,1028,8.A.39,Penetratin,,The Homeobox; Penetratin (Penetratin) Family
8.A.40.1,1029,8.A.40,Tetraspanin,,The Tetraspanin (Tetraspanin) Family
8.A.40.7,1030,8.A.40,Tetraspanin,,The Tetraspanin (Tetraspanin) Family
8.A.41.1,1031,8.A.41,Mid1,,"The Stretch-activated Calcium Channel Auxiliary Protein, Mid1 (Mid1) Family"
8.A.43.1,1032,8.A.43,N-MHS,Basigin-Tapasin-TREM2/PIGR Superfamily,The NEAT-domain containing methaemoglobin heme sequestration (N-MHS) Family
8.A.44.1,1033,8.A.44,MICU,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily,The Mitochondrial EF Hand Ca2+ Uniporter Regulator (MICU) Family
8.A.45.1,1034,8.A.45,EMRE,,The Essential MCU Regulator EMRE (EMRE) Family
8.A.47.1,1035,8.A.47,Neto,,The Neuropilin and Tolloid-like (Neto) Family
8.A.48.1,1036,8.A.48,AaeX,,The Putative Auxiliary Aromatic Acid Exporter (AaeX) Family
8.A.5.1,1037,8.A.5,Kvβ,,The Voltage-gated K+ Channel β-subunit (Kvβ) Family
8.A.51.1,1038,8.A.51,DPP6,Hydrolase Superfamily,The Dipeptidyl-aminopeptidase-like Protein 6 beta subunit of Kv4 channels (DPP6) Family
8.A.52.1,1039,8.A.52,UPD,,The Ubiquitin-related Protein Degradation (UPD) Family
8.A.54.1,1040,8.A.54,Integrin,,The Integrin (Integrin) Family
8.A.56.1,1041,8.A.56,Wls,,The Wntless Protein (Wls) Family
8.A.57.1,1042,8.A.57,Wolframin,,The Wolfram Syndrome or Wolframin (Wolframin) Family
8.A.58.1,1043,8.A.58,Dispanin,,The Dispanin (Dispanin) Family 
8.A.58.2,1044,8.A.58,Dispanin,,The Dispanin (Dispanin) Family 
8.A.61.1,1045,8.A.61,Erv14,,"The Endoplasmic Reticulum-derived Vesicle Protein, Erv14 (Erv14) Family "
8.A.62.1,1046,8.A.62,Tmub1,,The Transmembrane and Ubiquitin-like domain-containing Protein 1 (Tmub1) Family
8.A.63.1,1047,8.A.63,S1R,,The Sigma Non-opioid Intracellular Receptor (S1R) Family
8.A.64.1,1048,8.A.64,PIRT,,The Phosphoinositide-interacting Protein (PIRT) Family
8.A.65.1,1049,8.A.65,TMEM110,,The Endoplasmic Reticulum (ER)-Plasma Membrane (PM) Junctional Competence Regulator (TMEM110) Family
8.A.66.1,1050,8.A.66,Dystrophin,,The Dystrophin (Dystrophin) Family
8.A.67.1,1051,8.A.67,Os-9,,The Os-9 Quality Control (ERAD) Protein (Os-9) Family
8.A.68.1,1052,8.A.68,EMP70,,The Endomembrane protein-70 (EMP70) Family
8.A.69.1,1053,8.A.69,Bim,Bcl-2 Superfamily,The Pro-apoptotic Bcl-2-Family Protein Bim (Bim) Family
8.A.70.1,1054,8.A.70,TMEM170A,,The Endomembrane Morphogenesis TMEM170A (TMEM170A) Family 
8.A.71.1,1055,8.A.71,RIC3,,The RIC3 Protein (RIC3) Family
8.A.73.1,1056,8.A.73,MASP,,The Mitochondrial ATP synthase Stress-responsive Protein (MASP) Family
8.A.74.1,1057,8.A.74,Phg1,,The TM9 or Phg1 Targeting Receptor (Phg1) Family 
8.A.75.1,1058,8.A.75,TM4L6,,The Transmembrane 4 L6 (TM4L6) Family
8.A.76.1,1059,8.A.76,TMEM203,,The TMEM203 or PF14967 (TMEM203) Family 
8.A.77.1,1060,8.A.77,Sheddase,Basigin-Tapasin-TREM2/PIGR Superfamily,The Sheddase (Sheddase) Family
8.A.78.1,1061,8.A.78,TMEM24,Synaptotagmin Domain-containing (SynapD) Superfamily,The Insulin Secretion-regulating Lipid Transporter TMEM24 (TMEM24) Family 
8.A.8.1,1062,8.A.8,HPr,,The Phosphotransferase System HPr (HPr) Family
8.A.80.1,1063,8.A.80,PRR,,The (Pro)Renin Receptor (PRR) Family
8.A.81.1,1064,8.A.81,S100,,The S100 Calcium-binding protein (S100) Family
8.A.82.1,1065,8.A.82,Calmodulin,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily,The Calmodulin Calcium Binding Protein (Calmodulin) Family
8.A.82.2,1066,8.A.82,Calmodulin,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily,The Calmodulin Calcium Binding Protein (Calmodulin) Family
8.A.82.5,1067,8.A.82,Calmodulin,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily,The Calmodulin Calcium Binding Protein (Calmodulin) Family
8.A.83.1,1068,8.A.83,Shisa,,The Shisa6 Regulator of Short-term Neuronal Synaptic Plasticity (Shisa) Family
8.A.84.1,1069,8.A.84,TMEM59,,The Insulin Secretion Regulator TMEM59 (TMEM59) Family
8.A.86.1,1070,8.A.86,TGD5,,The Chloroplast Trigalactosyldiacylglycerol-5 (TGD5) Family.
8.A.87.1,1071,8.A.87,TBC1,,The TBC1 Domain (TBC1) Family
8.A.87.2,1072,8.A.87,TBC1,,The TBC1 Domain (TBC1) Family
8.A.88.1,1073,8.A.88,CASQ,LysE Superfamily,The calciquestrin (CASQ) Family
8.A.88.2,1074,8.A.88,CASQ,LysE Superfamily,The calciquestrin (CASQ) Family
8.A.90.1,1075,8.A.90,UPK2/3,,The Uroplakin 2/3 (UPK2/3) Family
8.A.90.2,1076,8.A.90,UPK2/3,,The Uroplakin 2/3 (UPK2/3) Family
8.A.91.1,1077,8.A.91,Syntaxin,,The Syntaxin (Syntaxin) Family
8.A.92.1,1078,8.A.92,GPC,,The G-Protein αβγ Complex (GPC) Family
8.A.93.1,1079,8.A.93,S2R,,The Sigma2 Receptor or TMEM97 (S2R) Family
8.A.93.2,1080,8.A.93,S2R,,The Sigma2 Receptor or TMEM97 (S2R) Family
8.A.94.1,1081,8.A.94,Adiponectin,,The Adiponectin (Adiponectin) Family
8.A.95.1,1082,8.A.95,TMTC3,,The Transmembrane and TPR Repeat-containing Protein 3 (TMTC3) Family
8.A.96.1,1083,8.A.96,TMEM70,,The TMEM70 (TMEM70) Family
8.A.97.1,1084,8.A.97,EPG/VPM,,The EPG-3/VMP1 (EPG/VPM) Scramblase Family
8.A.98.1,1085,8.A.98,14-3-3,,The 14-3-3 protein (14-3-3) Family
8.B.1.1,1086,8.B.1,L-ST,Defensin Superfamily,The Long (4C-C) Scorpion Toxin (L-ST) Superfamily
8.B.13.1,1087,8.B.13,HAI,Beta-Amyloid Protein-Protease Inhibitor Superfamily,The Kunitz-type Serine Protease Inhibitor (HAI) Family
8.B.14.2,1088,8.B.14,BgK,,"The Sea Anemone Peptide Toxin, Class 1 (BgK) Family"
8.B.16.1,1089,8.B.16,MaCa,Conotoxin Superfamily,The Maurocalcine (MaCa) Family
8.B.19.2,1090,8.B.19,BcsTx3,Huwentoxin Superfamily,"The Sea Anemone K+ Channel Blocker Toxin, BcsTx3 (BcsTx3) Family"
8.B.21.1,1091,8.B.21,Cyrautoxin,Conotoxin Superfamily,The Spider Insecticidal Neurotoxin Cyrtautoxin (Cyrautoxin) Family
8.B.24.2,1092,8.B.24,ColIP,,The Colicin Immunity Protein (ColIP) Functional Family
8.B.25.1,1093,8.B.25,GN-I,,The Viral Glycoprotein N (GN; UL49.5) TAP Inhibitor (GN-I) Family
8.B.28.1,1094,8.B.28,Mu-Conotoxin,Conotoxin Superfamily,The Mu-Conotoxin (Mu-Conotoxin) Family
8.B.32.1,1095,8.B.32,A-Conotoxin,Conotoxin Superfamily,The Nicotinic Acetylcholine Receptor-targeting Alpha-Conotoxin (A-Conotoxin) Family
8.B.4.1,1096,8.B.4,Conotoxin T,Conotoxin Superfamily,The Conotoxin T (Conotoxin T) Family
8.B.43.1,1097,8.B.43,BIP,,The Bacteriocin Immunity Protein (BIP) Family
8.B.5.3,1098,8.B.5,THT,Conotoxin Superfamily,The Na+/K+/Ca2+ Channel Targeting Tarantula Huwentoxin (THT) Family
8.B.6.1,1099,8.B.6,CST,Conotoxin Superfamily,The Ca2+ Channel-targeting Spider Toxin (CST) Family
8.B.8.1,1100,8.B.8,α-KTx15,Defensin Superfamily,The α-KTx15 scorpion toxin (α-KTx15) Family
9.A.1.1,1101,9.A.1,N-MDE,,The Non ABC Multidrug Exporter (N-MDE) Family
9.A.14.1,1102,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.10,1103,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.11,1104,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.13,1105,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.15,1106,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.16,1107,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.2,1108,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.22,1109,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.26,1110,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.3,1111,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.4,1112,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.6,1113,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.7,1114,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.8,1115,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.14.9,1116,9.A.14,GPCR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The G-protein-coupled receptor (GPCR) Family
9.A.15.1,1117,9.A.15,APT,Protein Kinase (PK) Superfamily,The Autophagy-related Phagophore-formation Transporter (APT) Family
9.A.15.2,1118,9.A.15,APT,Protein Kinase (PK) Superfamily,The Autophagy-related Phagophore-formation Transporter (APT) Family
9.A.15.3,1119,9.A.15,APT,Protein Kinase (PK) Superfamily,The Autophagy-related Phagophore-formation Transporter (APT) Family
9.A.16.1,1120,9.A.16,LPI,,The Lysosomal Protein Import (LPI) Family
9.A.17.1,1121,9.A.17,PPI2,,The Integral Membrane Peroxisomal Protein Importer-2 (PPI2) Family
9.A.18.1,1122,9.A.18,PUP,,The Peptide Uptake Permease (PUP) Family
9.A.19.1,1123,9.A.19,Arv1,,The Lipid Intermediate Transporter (Arv1) Family
9.A.24.1,1124,9.A.24,TSPO,,The Mitochondrial Cholesterol/Porphyrin/5-aminolevulinic acid Uptake Translocator Protein (TSPO) Family
9.A.24.4,1125,9.A.24,TSPO,,The Mitochondrial Cholesterol/Porphyrin/5-aminolevulinic acid Uptake Translocator Protein (TSPO) Family
9.A.27.1,1126,9.A.27,NCPE,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Non-Classical Protein Exporter (NCPE) Family
9.A.3.1,1127,9.A.3,RetromerAA,Retromer Superfamily,The Sorting Nexin27 (SNX27)-Retromer Assembly Apparatus (RetromerAA) Family
9.A.31.1,1128,9.A.31,SdpAB,,The Putative SdpAB Peptide Antibiotic-like Killing Factor Exporter (SdpAB) Family
9.A.32.1,1129,9.A.32,SdpI,,"The SdpC (Peptide-Antibiotic Killer Factor) Immunity Protein, SdpI (SdpI) Family"
9.A.32.2,1130,9.A.32,SdpI,,"The SdpC (Peptide-Antibiotic Killer Factor) Immunity Protein, SdpI (SdpI) Family"
9.A.34.1,1131,9.A.34,NPC-B,,The Nuclear Pore Complex Biogenesis (NPC-B) Family
9.A.35.1,1132,9.A.35,Syndecan,,The Peptide Translocating Syndecan (Syndecan) Family
9.A.36.1,1133,9.A.36,Scramblase,,The Ca2+-dependent Phospholipid Scramblase (Scramblase) Family
9.A.39.1,1134,9.A.39,Isd,,The Gram-positive Bacterial Hemoglobin Receptor (Isd) Family
9.A.4.1,1135,9.A.4,FkuB; YggT,,The YggT or Fanciful K+ Uptake-B (FkuB; YggT) Family
9.A.41.1,1136,9.A.41,CPS-E,,The Capsular Polysaccharide Exporter (CPS-E) Family
9.A.43.1,1137,9.A.43,CTEP,Ankyrin Repeat Domain-containing (Ank) Superfamily,The Cadmium Tolerance Efflux Pump (CTEP) Family
9.A.46.1,1138,9.A.46,CLRN,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Clarin (CLRN) Family
9.A.48.1,1139,9.A.48,UPS,Synaptotagmin Domain-containing (SynapD) Superfamily,The Unconventional Protein Secretion (UPS) System Family
9.A.49.1,1140,9.A.49,PRA1,,The Prenylated Rab Acceptor Protein 1 (PRA1) Family
9.A.54.1,1141,9.A.54,L-B12T,,The Lysosomal Cobalamin (B12) Transporter (L-B12T) Family
9.A.54.3,1142,9.A.54,L-B12T,,The Lysosomal Cobalamin (B12) Transporter (L-B12T) Family
9.A.55.1,1143,9.A.55,TMEM205,Copper Resistance (CuR) Superfamily,The TMEM205 (TMEM205) Family
9.A.57.1,1144,9.A.57,E-Syt,Synaptotagmin Domain-containing (SynapD) Superfamily,The Extended-Synaptotagmin (E-Syt) Family
9.A.60.1,1145,9.A.60,snRNA-E,,The Small Nuclear RNA Exporter (snRNA-E) Family
9.A.63.1,1146,9.A.63,R-VPS,Retromer Superfamily,The Retromer-dependent Vacuolar Protein Sorting (R-VPS) Family
9.A.7.1,1147,9.A.7,LactococcinIP,,The Lactoloccin 972 Immunity Protein (LactococcinIP) Family
9.A.74.1,1148,9.A.74,NrtS,,The Small Oligomeric Nitrate/Nitrite Uptake Transporter (NrtS) Family
9.A.75.1,1149,9.A.75,MHC2R,,The MHC II Receptor (MHC2R) Family
9.A.76.1,1150,9.A.76,FAD3,,The Omega3 Fatty Acid Desaturase 3/Putative Transporter (FAD3) Family
9.A.78.1,1151,9.A.78,RdgB,,The Retinal Degeneration B Protein (RdgB) Family
9.A.79.1,1152,9.A.79,Atg9,,The Autophagosomal Phospholipid Transmembrane Translocase (Atg9) Family
9.A.8.1,1153,9.A.8,FeoB,,The Ferrous Iron Uptake (FeoB) Family
9.B.1.1,1154,9.B.1,CAAX Protease,CAAX Superfamily,The Integral Membrane CAAX Protease (CAAX Protease) Family
9.B.1.2,1155,9.B.1,CAAX Protease,CAAX Superfamily,The Integral Membrane CAAX Protease (CAAX Protease) Family
